13982877137000	2	2	0
13982877137000	2	1	0
13982877137000	2	0	0
13982955415000	1	2	0
13982955415000	1	1	0
13982955415000	1	0	354
13982955415000	2	2	9.84751
13982955415000	2	1	0.040861
13982955415000	2	0	0
13983033723000	2	2	9.76579
13983033723000	2	1	0.040861
13983033723000	2	0	0
13983119447000	2	2	9.80665
13983119447000	2	1	0.0817221
13983119447000	2	0	0
13983197846000	2	2	9.72493
13983197846000	2	1	0.040861
13983197846000	2	0	-0.040861
13983279908000	2	2	9.76579
13983279908000	2	1	0.040861
13983279908000	2	0	-0.040861
13983358308000	2	2	9.76579
13983358308000	2	1	0.040861
13983358308000	2	0	0
13983436524000	2	2	9.76579
13983436524000	2	1	0
13983436524000	2	0	0
13983522828000	2	2	9.76579
13983522828000	2	1	0
13983522828000	2	0	-0.040861
13983600770000	2	2	9.80665
13983600770000	2	1	0.040861
13983600770000	2	0	-0.0817221
13983679108000	1	2	-1
13983679108000	1	1	0
13983679108000	1	0	354
13983679108000	2	2	9.80665
13983679108000	2	1	-0.040861
13983679108000	2	0	-0.108963
13983757356000	2	2	9.76579
13983757356000	2	1	0
13983757356000	2	0	-0.149824
13983835603000	2	2	9.80665
13983835603000	2	1	0
13983835603000	2	0	-0.149824
13983921784000	1	2	-2
13983921784000	1	1	0
13983921784000	1	0	354
13983921784000	2	2	10.0382
13983921784000	2	1	-0.040861
13983921784000	2	0	-0.422231
13984000123000	1	2	-8
13984000123000	1	1	0
13984000123000	1	0	353
13984000123000	2	2	9.72493
13984000123000	2	1	-0.040861
13984000123000	2	0	-1.37566
13984078645000	1	2	-14
13984078645000	1	1	0
13984078645000	1	0	348
13984078645000	2	2	9.46614
13984078645000	2	1	-0.040861
13984078645000	2	0	-2.3427
13984157075000	1	2	-19
13984157075000	1	1	1
13984157075000	1	0	343
13984157075000	2	2	9.2346
13984157075000	2	1	-0.0817221
13984157075000	2	0	-3.25526
13984235291000	1	2	-25
13984235291000	1	1	0
13984235291000	1	0	338
13984235291000	2	2	8.92133
13984235291000	2	1	-0.0817221
13984235291000	2	0	-4.18145
13984321687000	1	2	-32
13984321687000	1	1	1
13984321687000	1	0	333
13984321687000	2	2	8.34927
13984321687000	2	1	-0.149824
13984321687000	2	0	-5.13487
13984399934000	1	2	-37
13984399934000	1	1	1
13984399934000	1	0	329
13984399934000	2	2	7.88618
13984399934000	2	1	-0.149824
13984399934000	2	0	-5.97933
13984477998000	1	2	-42
13984477998000	1	1	1
13984477998000	1	0	325
13984477998000	2	2	7.35499
13984477998000	2	1	-0.108963
13984477998000	2	0	-6.63311
13984556062000	1	2	-46
13984556062000	1	1	1
13984556062000	1	0	324
13984556062000	2	2	6.82379
13984556062000	2	1	-0.108963
13984556062000	2	0	-7.1643
13984635560000	1	2	-50
13984635560000	1	1	1
13984635560000	1	0	323
13984635560000	2	2	6.40156
13984635560000	2	1	-0.149824
13984635560000	2	0	-7.54567
13984722566000	1	2	-54
13984722566000	1	1	1
13984722566000	1	0	322
13984722566000	2	2	5.74779
13984722566000	2	1	-0.149824
13984722566000	2	0	-8.04963
13984800965000	1	2	-60
13984800965000	1	1	1
13984800965000	1	0	318
13984800965000	2	2	4.90333
13984800965000	2	1	-0.190685
13984800965000	2	0	-8.4991
13984879456000	1	2	-63
13984879456000	1	1	1
13984879456000	1	0	317
13984879456000	2	2	4.39937
13984879456000	2	1	-0.190685
13984879456000	2	0	-8.81236
13984957734000	1	2	-65
13984957734000	1	1	1
13984957734000	1	0	316
13984957734000	2	2	4.14059
13984957734000	2	1	-0.149824
13984957734000	2	0	-9.00305
13985036073000	1	2	-67
13985036073000	1	1	1
13985036073000	1	0	315
13985036073000	2	2	3.78646
13985036073000	2	1	-0.190685
13985036073000	2	0	-9.15287
13985122315000	1	2	-71
13985122315000	1	1	1
13985122315000	1	0	315
13985122315000	2	2	3.1463
13985122315000	2	1	-0.231546
13985122315000	2	0	-9.42528
13985200532000	1	2	-75
13985200532000	1	1	1
13985200532000	1	0	315
13985200532000	2	2	2.56063
13985200532000	2	1	-0.149824
13985200532000	2	0	-9.5751
13985278870000	1	2	-78
13985278870000	1	1	1
13985278870000	1	0	314
13985278870000	2	2	2.11115
13985278870000	2	1	-0.190685
13985278870000	2	0	-9.69769
13985357270000	2	2	2.07029
13985357270000	2	1	-0.190685
13985357270000	2	0	-9.69769
13985435426000	1	2	-80
13985435426000	1	1	1
13985435426000	1	0	314
13985435426000	2	2	1.64806
13985435426000	2	1	-0.190685
13985435426000	2	0	-9.76579
13985522950000	1	2	-83
13985522950000	1	1	1
13985522950000	1	0	314
13985522950000	2	2	1.22583
13985522950000	2	1	-0.190685
13985522950000	2	0	-9.80665
13985600892000	1	2	-84
13985600892000	1	1	1
13985600892000	1	0	313
13985600892000	2	2	1.07601
13985600892000	2	1	-0.231546
13985600892000	2	0	-9.80665
13985679536000	2	2	0.953424
13985679536000	2	1	-0.231546
13985679536000	2	0	-9.80665
13985757539000	1	2	-85
13985757539000	1	1	1
13985757539000	1	0	313
13985757539000	2	2	0.762739
13985757539000	2	1	-0.231546
13985757539000	2	0	-9.80665
13985920319000	2	2	0.885323
13985920319000	2	1	-0.231546
13985920319000	2	0	-9.84751
13985998689000	1	2	-84
13985998689000	1	1	1
13985998689000	1	0	313
13985998689000	2	2	0.912563
13985998689000	2	1	-0.231546
13985998689000	2	0	-9.80665
13986077149000	1	2	-85
13986077149000	1	1	1
13986077149000	1	0	313
13986077149000	2	2	0.762739
13986077149000	2	1	-0.190685
13986077149000	2	0	-9.80665
13986154725000	1	2	-83
13986154725000	1	1	1
13986154725000	1	0	313
13986154725000	2	2	1.22583
13986154725000	2	1	-0.231546
13986154725000	2	0	-9.80665
13986234467000	1	2	-81
13986234467000	1	1	1
13986234467000	1	0	313
13986234467000	2	2	1.56634
13986234467000	2	1	-0.190685
13986234467000	2	0	-9.72493
13986312714000	1	2	-76
13986312714000	1	1	1
13986312714000	1	0	313
13986312714000	2	2	2.3427
13986312714000	2	1	-0.149824
13986312714000	2	0	-9.61597
13986390809000	1	2	-70
13986390809000	1	1	1
13986390809000	1	0	313
13986390809000	2	2	3.29612
13986390809000	2	1	-0.231546
13986390809000	2	0	-9.27546
13986468690000	1	2	-64
13986468690000	1	1	1
13986468690000	1	0	313
13986468690000	2	2	4.39937
13986468690000	2	1	-0.190685
13986468690000	2	0	-8.85323
13986550294000	1	2	-58
13986550294000	1	1	1
13986550294000	1	0	313
13986550294000	2	2	5.20297
13986550294000	2	1	-0.149824
13986550294000	2	0	-8.39013
13986628816000	1	2	-53
13986628816000	1	1	1
13986628816000	1	0	313
13986628816000	2	2	5.97933
13986628816000	2	1	-0.149824
13986628816000	2	0	-7.92704
13986706818000	1	2	-49
13986706818000	1	1	1
13986706818000	1	0	313
13986706818000	2	2	6.46967
13986706818000	2	1	-0.149824
13986706818000	2	0	-7.43671
13986791474000	1	2	-42
13986791474000	1	1	1
13986791474000	1	0	314
13986791474000	2	2	7.35499
13986791474000	2	1	-0.149824
